ticker,cik,entity,revenue,concept,period,market_cap,as_of,rev_per_cap
SM,0000893538,SM ENERGY CO,3154000000.0,Revenues,CY2025,2365752734.989708,2025-10-21,1.3331908924174705
SMA,0001585389,"SmartStop Self Storage REIT, Inc.",281141000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,,,
SMBC,0000916907,,,,,654181230.4746284,2025-12-07,
SMBK,0001038773,,,,,600306482.5712814,2025-10-30,
SMC,0002024218,Summit Midstream Corporation,562091000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,466305925.8991623,2025-02-06,1.2054125173643
SMCI,0001375365,"Super Micro Computer, Inc.",21972042000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,31312259782.409805,2025-10-29,0.7017073233514487
SMFG,0001022837,,,,,59043570220.70083,2025-06-29,
SMG,0000825542,Scotts Miracle-Gro Co,3413100000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3067650657.6814537,2025-10-30,1.1126103917515948
SMHI,0001690334,SEACOR Marine Holdings Inc.,227832000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,172378291.40828085,2025-10-23,1.3216977505617347
SMID,0000924719,Smith-Midland Corporation,93446000.0,Revenues,CY2025,190435363.4941864,2025-09-28,0.4906966767380509
SMMT,0001599298,Summit Therapeutics Inc.,0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,13534665853.76767,2025-11-03,0.0
SMNR,0001913577,,,,,,,
SMP,0000093389,"Standard Motor Products, Inc.",1791158000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,858618613.8747368,2025-10-30,2.086092673808852
SMPL,0001702744,The Simply Good Foods Company,1450920000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2472315401.981415,2025-09-29,0.5868668693473225
SMRT,0001837014,"SMARTRENT, INC.",152326000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,261418156.32962823,2025-11-02,0.5826909734912544
SMSI,0000948708,"Smith Micro Software, Inc.",17363000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,70332969.94776869,2025-11-04,0.24686857405416363
SMTC,0000088941,SEMTECH CORP,1049975000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,5429448402.67868,2025-11-20,0.19338520640181106
SMTI,0000714256,SANARA MEDTECH INC.,103117982.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,250690202.80160904,2025-11-10,0.4113363061164596
SMTK,0001817760,"SmartKem, Inc.",697000.0,Revenues,CY2025,7725633.21669817,2025-11-09,0.09021914197188464
SMWB,0001842731,Similarweb Ltd.,282600000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,683255123.789753,2025-03-31,0.4136083143182691
SMX,0001940674,,,,,,,
SMXT,0001519472,"SolarMax Technology, Inc.",90982535.0,Revenues,CY2025,53325496.5374887,2025-10-30,1.7061732362123958
SN,0001957132,"SHARKNINJA, INC.",6399188000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,11706380150.727661,2025-03-31,0.5466410553566579
SNA,0000091440,Snap-on Inc,4709300000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,17921804459.628937,2026-01-08,0.26276929929730436
SNBH,0001358633,SENTIENT BRANDS HOLDINGS INC.,701463.0,Revenues,CY2025,87368042.39807701,2025-11-17,0.008028828170418516
SNBRQ,0000827187,SLEEP NUMBER CORPORATION,1411450000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,194854504.34684753,2025-12-26,7.24360981405681
SND,0001529628,"SMART SAND, INC.",330153000.0,Revenues,CY2025,93652333.60413122,2025-11-03,3.525304573781984
SNDA,0001043000,"Sonida Senior Living, Inc.",381141000.0,Revenues,CY2025,555658156.776535,2025-11-05,0.6859271214717013
SNDK,0002023554,Sandisk Corporation,7355000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,39597868768.00183,2025-11-11,0.1857423196963422
SNDL,0001766600,,,,,370860795.4906987,2025-03-31,
SNDX,0001395937,"Syndax Pharmaceuticals, Inc.",172352000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1153439561.7544613,2025-10-30,0.14942438747101816
SNES,0001680378,"SENESTECH, INC.",2221000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,17183719.15075779,2025-11-03,0.12925025022316286
SNEX,0000913760,StoneX Group Inc.,132378200000.0,Revenues,CY2025,2131096278.8283691,2025-11-02,62.117418774143175
SNFCA,0000318673,SECURITY NATIONAL FINANCIAL CORPORATION,344587538.0,Revenues,CY2025,126155134.08419609,2022-01-30,2.731458695688293
SNGX,0000812796,"SOLIGENIX, INC.",119371.0,Revenues,CY2024,5914086.57956481,2025-11-05,0.02018418201932782
SNN,0000845982,,,,,24900468493.418667,2025-03-31,
SNOA,0001367083,"SONOMA PHARMACEUTICALS, INC.",19529000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,7343159.205334187,2025-09-14,2.6594820368069683
SNOW,0001640147,SNOWFLAKE INC.,4683946000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,82890809240.72266,2025-11-20,0.05650742275174782
SNPS,0000883241,"SYNOPSYS, INC.",7054178000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,86139087803.06812,2025-12-04,0.08189288022328864
SNPW,0001343465,,,,,1949906670.0,2024-02-18,
SNRG,0001652539,SUSGLOBAL ENERGY CORP.,32340.0,Revenues,CY2025,7690761.003326811,2025-09-14,0.004205045506681408
SNT,0001993727,SENSTAR TECHNOLOGIES CORPORATION,36374000.0,Revenues,CY2025,80710220.2698412,2025-03-31,0.4506740271354679
SNTG,0001810467,Sentage Holdings Inc.,68909.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,4656839.406362176,2023-03-31,0.014797375212436249
SNTI,0001854270,"Senti Biosciences, Inc.",22000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,56244445.39483166,2025-10-29,0.0003911497365750822
SNTL,0000889353,SENTINEL HOLDINGS LTD,1933422.0,Revenues,CY2025,58028147.2794199,2025-11-12,0.033318692576726504
SNTUF,0001087711,,,,,52362599058.802704,2025-03-31,
SNTW,0001619096,"Summit Networks, Inc.",11797.0,Revenues,CY2025,12403408.70048207,2025-12-29,0.0009511095123021704
SNWV,0001417663,"SANUWAVE Health, Inc.",44051000.0,Revenues,CY2025,247958069.27580833,2025-11-02,0.17765503711436492
SNX,0001177394,TD SYNNEX CORPORATION,62508086000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,12461620920.040054,2025-12-23,5.0160477839185535
SNY,0001121404,,,,,70052784950.2366,2025-03-31,
SNYR,0001562733,SYNERGY CHC CORP.,30380809.0,Revenues,CY2025,20205566.410489798,2025-11-10,1.5035861100249923
SO,0000092122,The Southern Company,29553000000.0,Revenues,CY2025,96390718964.31158,2025-12-29,0.30659590796227926
SOAR,0001853070,"Volato Group, Inc.",78559000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,6976371.0765064955,2025-11-09,11.260725546058453
SOBO,0002019061,SOUTH BOW CORPORATION,1986000000.0,Revenues,CY2025,5309209196.913662,2025-03-31,0.3740670081628159
SOBR,0001425627,"SOBR Safe, Inc.",437421.0,Revenues,CY2025,4488114.857840538,2025-11-05,0.09746207792250344
SOC,0001831481,Sable Offshore Corp.,0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,531368730.1836014,2025-11-09,0.0
SODI,0000091668,SOLITRON DEVICES INC,16970000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,39552085.90169716,2026-01-07,0.4290544888625413
SOEZ,0002057388,,,,,,,
SOFI,0001818874,"SoFi Technologies, Inc.",619353000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,37001207633.20904,2025-10-29,0.016738723939489022
SOGP,0001783407,Sound Group Inc.,443688000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1214151235.1277208,2025-05-29,0.3654305881864271
SOHON,0001301236,SOTHERLY HOTELS INC.,176387228.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,320471442.67485523,2025-11-10,0.5503992072671493
SOHU,0001734107,SOHU.COM LIMITED,584333000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,395961320.293808,2025-03-31,1.4757325275267241
SOLC,0002041869,,,,,,,
SOLS,0002064953,Solstice Advanced Materials Inc.,3886000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,,,
SOLV,0001964738,SOLVENTUM CORPORATION,8325000000.0,Revenues,CY2025,12099000332.784973,2025-10-29,0.6880733755698422
SON,0000091767,SONOCO PRODUCTS COMPANY,7518753000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3961023836.470093,2025-10-16,1.8981842347862299
SONM,0001178697,"Sonim Technologies, Inc.",50919000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,197256621.56994343,2025-10-30,0.25813582121979667
SONO,0001314727,"SONOS, INC.",1443276000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2047711956.9370327,2025-10-20,0.7048237400336579
SONX,0001407973,"Sonendo, Inc.",31702000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,470141.1101900339,2025-06-10,67.43081877520954
SONY,0000313838,,,,,13105325281.185905,2019-06-29,
SOPAQ,0001817511,SOCIETY PASS INCORPORATED,7105530.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,9597834.805459023,2025-11-11,0.7403263490176495
SOPH,0001840706,,,,,221401117.7481568,2025-03-31,
SORA,0002033515,AsiaStrategy,10985176.0,Revenues,CY2025,,,
SOTK,0000806172,SONO TEK CORP,20909315.0,Revenues,CY2025,64870167.857530594,2026-01-08,0.322325588025632
SOUN,0001840856,"SOUNDHOUND AI, INC.",168920000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,69844000.0,2022-06-07,2.4185327300841877
SOWG,0001490161,SOW GOOD INC.,0.0,Revenues,CY2025,110012391.0,2025-11-11,0.0
SPAI,0002011208,SAFE PRO GROUP INC.,606681.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,40509735.10754585,2025-06-29,0.01497617790857862
SPB,0000109177,"Spectrum Brands Holdings, Inc.",2809000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1326787566.7833023,2025-10-30,2.117143746538273
SPCB,0001291855,SUPERCOM LTD.,27896000.0,Revenues,CY2025,14471213.968448639,2025-03-31,1.9276890011315715
SPCE,0001706946,"Virgin Galactic Holdings, Inc",1544000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,233243419.23460484,2025-10-28,0.006619693730552749
SPFI,0001163668,,,,,586794364.2299042,2025-10-30,
SPFX,0001807893,"Standard Premium Finance Holdings, Inc.",12469770.0,Revenues,CY2025,6437608.262756348,2025-11-09,1.9370190746370302
SPGI,0000064040,S&P Global Inc.,15336000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,139421299197.3877,2025-10-23,0.10999754046394188
SPH,0001005210,SUBURBAN PROPANE PARTNERS LP,1432518000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1193578630.0886917,2025-11-02,1.2001873725684526
SPHL,0002002236,Springview Holdings Ltd,6072681.0,Revenues,CY2025,45264001.25026703,2025-03-31,0.13416138282658285
SPND,0000867038,SPINDLETOP OIL & GAS CO.,4442000.0,Revenues,CY2025,22038555.23365736,2025-11-17,0.20155586212004323
SPNT,0001576018,SIRIUSPOINT LTD.,3205100000.0,Revenues,CY2025,2130861586.75,2025-10-29,1.5041333608573015
SPOK,0001289945,"SPOK HOLDINGS, INC",139708000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,333161156.6038513,2025-10-23,0.41934060208021556
SPOT,0001639920,,,,,112120546254.27417,2025-03-31,
SPOWF,0001227282,STRATA POWER CORPORATION,76283.0,Revenues,CY2025,160680.9596319357,2025-06-27,0.4747482226564857
SPPL,0001948697,SIMPPLE LTD.,4594433.0,Revenues,CY2025,15008708.789806366,2025-03-31,0.3061178056249884
SPPP,0001539190,,,,,182107442.17234135,2025-03-31,
SPRB,0001683553,"Spruce Biosciences, Inc.",0.0,Revenues,CY2025,65093285.963653564,2025-11-10,0.0
SPRC,0001611746,,,,,593496452.1803398,2025-03-31,
SPRO,0001701108,"SPERO THERAPEUTICS, INC.",12586000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,133935041.94018841,2025-11-03,0.09397092663487237
SPRS,0000747540,"SURGE COMPONENTS, INC.",36320105.0,Revenues,CY2025,19402889.344236374,2026-01-09,1.8718915701484884
SPRU,0001772720,Spruce Power Holding Corporation,111812000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,49757886.03967285,2025-11-03,2.2471211882042232
SPRY,0001671858,"ARS Pharmaceuticals, Inc.",84278000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,874613120.1492558,2025-11-09,0.0963603198470401
SPSC,0001092699,"SPS COMMERCE, INC.",751505000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4285206491.186508,2025-10-21,0.17537194568001313
SPST,0001192323,"Superstar Platforms, Inc.",0.0,Revenues,CY2025,18228990.671633124,2025-12-29,0.0
SPTY,0001840102,"Specificity, Inc.",1090450.0,Revenues,CY2025,2041926.2311388552,2025-09-28,0.5340300660087104
SPWH,0001132105,"SPORTSMAN’S WAREHOUSE HOLDINGS, INC.",1209182000.0,Revenues,CY2025,92618903.68856597,2025-12-03,13.055455763824556
SPWR,0001838987,SunPower Inc.,300000000.0,Revenues,CY2025,135467193.6437068,2025-11-09,2.2145583143106373
SPXC,0000088205,"SPX Technologies, Inc.",2265100000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,8902752426.61087,2025-10-23,0.2544269335435497
SQFT,0001080657,"Presidio Property Trust, Inc.",14024626.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,7400548.661613464,2025-11-10,1.8950792219968131
SQM,0000909037,,,,,13967839448.358795,2021-03-31,
SQNS,0001383395,,,,,5279587362.0,2025-03-31,
SR,0001126956,Spire Inc.,2476400000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,5128098788.282776,2025-10-29,0.482908013718133
SRBK,0001951276,,,,,148021788.0,2025-12-21,
SRCE,0000034782,,,,,1412147839.0791779,2025-10-16,
SRCO,0000318299,"SPARTA COMMERCIAL SERVICES, INC.",235544.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,5305563.25,2025-12-18,0.04439566336335732
SRE,0001032208,SEMPRA,12418000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,59988316439.39026,2025-11-02,0.20700697630923914
SRFM,0001936224,Surf Air Mobility Inc.,106557000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,141754289.24947262,2025-11-06,0.7517021217782758
SRGZ,0001401835,,,,,690764.7554942127,2025-07-27,
SRI,0001043337,STONERIDGE INC,861263000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,189603963.84581852,2025-10-30,4.542431405602674
SRL,0000016859,,,,,120208450.52118397,2025-03-31,
SRPT,0000873303,"Sarepta Therapeutics, Inc.",1864296000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2271837433.5,2025-10-30,0.8206115334264299
SRRE,0001083490,SUNRISE REAL ESTATE GROUP INC,13276464.0,Revenues,CY2025,10303789.159435779,2025-11-12,1.2885030734389562
SRRK,0001727196,SCHOLAR ROCK HOLDING CORP,0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2823257853.7232113,2025-10-30,0.0
SRTA,0001779128,"STRATA CRITICAL MEDICAL, INC.",197141000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,409294999.74864006,2025-10-27,0.4816599277320026
SRTS,0001494891,"Sensus Healthcare, Inc.",27482000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,57211325.5935688,2025-11-04,0.48035943434055456
SRXH,0001471727,"SRx HEALTH SOLUTIONS, INC.",6534000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,419032267.54945374,2025-12-28,0.015593071240579019
SRZN,0001824893,"Surrozen, Inc./DE",3477000.0,Revenues,CY2025,119984970.0,2025-11-02,0.02897862957335406
SSB,0000764038,,,,,9080470526.906128,2025-10-28,
SSD,0000920371,"Simpson Manufacturing Co., Inc.",2332808000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,7216023274.818817,2025-11-04,0.32328166237221195
SSEA,0002059165,,,,,,,
SSGC,0001584693,SafeSpace Global Corporation,322000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,85024875.76551476,2025-09-09,0.0037871269684418636
SSHT,0001975222,,,,,63744012.50578791,2024-12-29,
SSII,0001676163,"SS INNOVATIONS INTERNATIONAL, INC.",42484747.0,Revenues,CY2025,1521604928.4468412,2025-11-03,0.027921010379064533
SSM,0001840416,,,,,12048613.614328384,2025-10-30,
SSNC,0001402436,"SS&C TECHNOLOGIES HOLDINGS, INC.",6272200000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,20148202882.5,2025-10-21,0.3113031984330377
SSRM,0000921638,SSR Mining Inc.,1603200000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4534166156.007233,2025-10-29,0.35358210194303313
SST,0001805833,"System1, Inc.",266129000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4344152685.0,2023-02-02,0.061261428705975604
SSTI,0001351636,"SoundThinking, Inc.",104127000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,102074183.22397375,2025-11-07,1.0201110281874302
SSTK,0001549346,"Shutterstock, Inc.",989925000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,897850186.0447712,2025-10-23,1.1025503089338755
SSYS,0001517396,STRATASYS LTD.,551102000.0,Revenues,CY2025,702101193.8742456,2025-03-31,0.7849324353929367
ST,0001477294,SENSATA TECHNOLOGIES HOLDING PLC,3704500000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4529373142.156872,2025-10-14,0.8178835975160859
STAA,0000718937,STAAR SURGICAL CO,239442000.0,Revenues,CY2025,1345860423.038807,2025-10-28,0.17790997929738206
STAG,0001479094,"STAG INDUSTRIAL, INC.",845184000.0,Revenues,CY2025,7212093372.74358,2025-10-26,0.1171898305135892
STAI,0001994624,ScanTech AI Systems Inc.,542166.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,243118352.55999613,2025-12-16,0.0022300496621957227
STAK,0002002453,STAK INC.,24914618.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,9088720.420660079,2025-09-28,2.7412679504768556
STBA,0000719220,,,,,1378538873.0556793,2025-10-29,
STC,0000094344,STEWART INFORMATION SERVICES CORP,2921636000.0,Revenues,CY2025,2075810478.1310577,2025-10-27,1.4074676039936342
STCB,0001539850,,,,,29134427.477698088,2025-07-15,
STE,0001757898,STERIS plc,5935900000.0,Revenues,CY2025,24443551168.50815,2025-08-25,0.24284114689716269
STEK,0001511820,STEMTECH CORPORATION,2876380.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,339130.40832715295,2025-11-17,8.481633994982863
STEM,0001758766,"STEM, INC.",156266000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,193093988.88872337,2025-10-29,0.8092742860579327
STEX,0001530766,STREAMEX CORP.,40000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,136985950.3948617,2025-11-12,0.0002920007481402296
STFS,0002003061,Star Fashion Culture Holdings Limited,16861501.0,Revenues,CY2025,116379997.58720398,2025-09-28,0.14488315302950244
STGW,0000876883,Stagwell Inc.,2909000000.0,Revenues,CY2025,1384060902.2781615,2025-10-22,2.1017861245930667
STHO,0001953366,Star Holdings,110143000.0,Revenues,CY2025,98346134.46743488,2025-11-03,1.1199525085195026
STI,0001881551,,,,,8748437.397731304,2025-08-18,
STIM,0001227636,"NEURONETICS, INC.",149157000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,191761984.30615425,2025-10-29,0.7778236157687334
STKH,0001828098,Steakholder Foods Ltd.,10000.0,Revenues,CY2024,43211024078.947,2025-03-31,2.314224254840592e-07
STKS,0001399520,"ONE GROUP HOSPITALITY, INC.",805722000.0,Revenues,CY2025,76771738.67044544,2025-10-29,10.495033901194894
STLA,0001605484,,,,,32290318557.47206,2025-03-31,
STLD,0001022671,"Steel Dynamics, Inc.",18176581000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,22319159065.407593,2025-11-04,0.814393631351991
STLE,0000779227,,,,,88633740.16806984,2025-11-12,
STLY,0000797465,"HG Holdings, Inc.",14736000.0,Revenues,CY2025,23235513.804084778,2025-11-09,0.6342015986497973
STM,0000932787,STMicroelectronics N.V.,11800000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,19723931137.375854,2025-03-31,0.5982580205646528
STME,0001493712,,,,,9000550.733895779,2025-07-13,
STN,0001131383,,,,,9449309448.074188,2025-03-31,
STNG,0001483934,,,,,1876108009.77182,2025-03-31,
STOK,0001623526,"Stoke Therapeutics, Inc.",184420000.0,Revenues,CY2025,1721186891.0185776,2025-10-29,0.10714699313731263
STQN,0000847942,STRATEGIC ACQUISITIONS INC /NV/,43671.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,307050.0005967915,2025-11-02,0.142227649943396
STRA,0001013934,"STRATEGIC EDUCATION, INC.",1268220000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1892673367.8706055,2025-10-16,0.670068074887554
STRG,0001803096,"Starguide Group, Inc.",2132.0,Revenues,CY2024,25037.639670073986,2025-11-26,0.08515179657882264
STRL,0000874238,"STERLING INFRASTRUCTURE, INC.",2490049000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,11530028506.796417,2025-10-30,0.21596208530900263
STRO,0001382101,"SUTRO BIOPHARMA, INC.",102484000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,983380485.5387821,2025-10-30,0.10421601964559046
STRR,0001210708,"STAR EQUITY HOLDINGS, INC.",172159000.0,Revenues,CY2025,30115812.39086151,2025-10-23,5.716565031207352
STRS,0000885508,Stratus Properties Inc.,29914000.0,Revenues,CY2025,153415536.61091995,2025-11-06,0.19498677031561323
STRT,0000933034,STRATTEC SECURITY CORP,565066000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,282679419.88993835,2025-10-30,1.9989640569518972
STRW,0001782430,"STRAWBERRY FIELDS REIT, INC.",154999000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,150064474.72814083,2025-11-06,1.032882701124291
STRZ,0000929351,Starz Entertainment Corp.,1369600000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,216045786.47577286,2025-10-09,6.339396950718062
STT,0000093751,STATE STREET CORPORATION,13944000000.0,Revenues,CY2025,33200865527.95221,2025-10-27,0.4199890508354482
STTK,0001680367,"Shattuck Labs, Inc.",1000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,97722556.77263737,2025-11-05,0.010233051948554863
STVN,0001849853,,,,,6184044608.225052,2025-03-31,
STWD,0001465128,"Starwood Property Trust, Inc.",1844289000.0,Revenues,CY2025,6652553733.315067,2025-10-30,0.2772302297633548
STWI,0001999261,STAGEWISE STRATEGIES CORP.,95409.0,Revenues,CY2025,,,
STX,0001137789,Seagate Technology Holdings plc,9097000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,48983809194.654175,2025-10-27,0.1857144258391566
STXS,0001289340,"STEREOTAXIS, INC.",32377000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,264709012.3963337,2025-10-29,0.12231166482357528
SU,0000311337,,,,,48180521109.679474,2025-03-31,
SUGP,0001969863,SU Group Holdings Limited,24718821.0,Revenues,CY2025,77684476.84884071,2025-04-28,0.31819511442547455
SUI,0000912593,"SUN COMMUNITIES, INC",2306100000.0,Revenues,CY2025,15725784368.222084,2025-10-22,0.14664451362184877
SUIC,0001394108,SUIC Worldwide Holdings Ltd.,18482.0,Revenues,CY2025,5686922.508727193,2025-09-21,0.003249912403701191
SUIG,0001425355,SUI GROUP HOLDINGS LIMITED,3898631.0,Revenues,CY2025,184748958.0,2025-11-12,0.021102316582483783
SUNC,0002089661,SUNOCOCORP LLC,25201000000.0,Revenues,CY2025,,,
SUND,0001171838,,,,,15072204.09332189,2025-09-28,
SUNE,0000022701,"SUNATION ENERGY, INC.",71905527.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4769259.518779993,2025-11-12,15.076874453331047
SUNS,0002012706,"SUNRISE REALTY TRUST, INC.",21571434.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,127230941.13636017,2025-10-30,0.16954550369065294
SUPN,0001356576,"SUPERNUS PHARMACEUTICALS, INC.",718952000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2956173267.8085938,2025-10-27,0.2432036064425134
SUPX,0001897087,SUPERX AI TECHNOLOGY LIMITED,3596575.0,Revenues,CY2025,1072355814.3000412,2025-09-28,0.0033539007781177486
SURG,0001392694,"SURGEPAYS, INC.",56962920.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,58229912.70149565,2025-11-11,0.9782415490129508
SUZ,0000909327,,,,,11743652595.127739,2025-03-31,
SVA,0001084201,SINOVAC BIOTECH LTD,386013000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,,,
SVBL,0001031093,,,,,11436468.22437501,2025-12-10,
SVC,0000945394,SERVICE PROPERTIES TRUST,1413403000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1802096995.8261776,2025-10-30,0.784310169360235
SVCO,0001943289,"Silvaco Group, Inc.",63064000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,178950606.17355108,2025-11-02,0.35241009431864595
SVM,0001340677,,,,,886186884.1969175,2025-06-29,
SVMB,0001647822,"Jingbo     Technology, Inc.",1542867.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1249459677.0,2025-12-29,0.0012348273645008553
SVRA,0001160308,,,,,748383859.0735893,2025-11-11,
SVRE,0001894693,,,,,44831132208.0,2025-03-31,
SVRN,0001869467,OCEANPAL INC.,25702000.0,Revenues,CY2024,3264667170.0,2025-03-31,0.007872778038810003
SVUHF,0001973368,SRIVARU Holding Limited,68330.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,1191872.2356363907,2025-06-29,0.05732997040871225
SVV,0001883313,"Savers Value Village, Inc.",1678954000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2098450188.5560608,2025-10-26,0.8000923772964489
SVVC,0001495584,,,,,206791.67537784576,2025-12-30,
SW,0002005951,Smurfit Westrock plc,31179000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,19757211744.62996,2025-10-29,1.5781072958573976
SWAG,0001872525,"STRAN & COMPANY, INC.",116191000.0,Revenues,CY2025,38966266.8304224,2025-11-09,2.9818355580649416
SWBI,0001092796,"Smith & Wesson Brands, Inc.",523845000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,384886672.61203766,2025-12-01,1.3610369942012284
SWDS,0001711929,"Starwood Real Estate Income Trust, Inc.",1580929000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,,,
SWIM,0001833197,"Latham Group, Inc.",545912000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,844929927.75,2025-10-30,0.6461032827346197
SWK,0000093556,"STANLEY BLACK & DECKER, INC.",15130400000.0,Revenues,CY2025,10716267779.437294,2025-10-22,1.4119094736539413
